950.84119 , 0.0033193154
948.91254 , 0.0026932408
946.98383 , 0.0019971328
945.05518 , 0.0012210931
943.12646 , 0.00052498514
941.19781 , 5.8889476e-005
939.2691 , -0.0002372117
937.34039 , -0.00043329629
935.41174 , -0.00061936933
933.48303 , -0.00082546752
931.55438 , -0.0010015866
929.62567 , -0.0010776274
927.69702 , -0.0011037216
925.76831 , -0.0011998492
923.8396 , -0.0013258982
921.91095 , -0.0013019842
919.98224 , -0.0010881079
918.05359 , -0.0007941848
916.12488 , -0.00044029736
914.19623 , 9.3653733e-005
912.26752 , 0.00079753966
910.33887 , 0.0014814561
908.41016 , 0.0018353435
906.48151 , 0.0017692547
904.5528 , 0.0015331754
902.62408 , 0.0013170636
900.69543 , 0.0010510011
